2016-07-10 10:34,SHA,LAX,2016-08-09,2016-08-16,Ctrip,组合特价,8386.0,PR337|PR102,18h30m,DL185,13h30m
2016-07-10 10:36,PEK,LCY,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:38,PEK,SEL,2016-08-09,2016-08-16,Ctrip,组合特价,2247.0,FM9073|MU267,6h40m,MU550|MU5578,9h25m
2016-07-10 10:39,SHA,HKG,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:41,SHA,EWR,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:34,SHA,HND,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:36,PEK,EWR,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:38,SHA,BKK,2016-08-09,2016-08-16,Ctrip,tag-business,1833.0,CZ3554|CZ8323,7h40m,CZ606|CZ3967,7h30m
2016-07-10 10:39,PEK,DME,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:41,SHA,KIX,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:34,SHA,TPE,2016-08-09,2016-08-16,Ctrip,旅行套餐,1329.0,MU9837|BR872,5h50m,BR869|MU504,5h45m
2016-07-10 10:36,SZX,BKK,2016-08-09,2016-08-16,Ctrip,特惠推荐,1254.0,FD597,2h55m,FD596,3h5m
2016-07-10 10:38,SHA,SFO,2016-08-09,2016-08-16,Ctrip,旅行套餐,8357.0,CI502|CI004,23h30m,CI003|CI501,18h10m
2016-07-10 10:39,SHA,DME,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:41,TAO,SEL,2016-08-09,2016-08-16,Ctrip,旅行套餐,1502.0,7C8402,1h30m,7C8401,1h30m
2016-07-10 10:42,SHA,CJU,2016-08-09,2016-08-16,Ctrip,航司直销,1921.0,9C8569,1h20m,9C8584,1h25m
2016-07-10 10:43,CAN,BKK,2016-08-09,2016-08-16,Ctrip,tag-business,1579.0,ZH9031,3h15m,ZH9032,2h40m
2016-07-10 10:45,PEK,SEL,2016-08-09,2016-08-16,Ctrip,旅行套餐,1884.0,CX5831|CX420,11h20m,CX415|CX5874,7h45m
2016-07-10 10:43,SHA,LCY,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:44,CTU,HKG,2016-08-09,2016-08-16,Ctrip,tag-business,1410.0,HX453,3h0m,HX452,2h55m
2016-07-10 10:46,CAN,KUL,2016-08-09,2016-08-16,Ctrip,特惠推荐,1231.0,AK119,4h10m,AK112,4h5m
2016-07-10 10:47,PEK,KUL,2016-08-09,2016-08-16,Ctrip,特惠推荐,1974.0,KA857|CX725,9h20m,CX720|KA890,8h40m
2016-07-10 10:49,SHA,FUK,2016-08-09,2016-08-16,Ctrip,flagship-store flagship-cz help,1667.0,CZ8435,1h30m,CZ8436,2h20m
2016-07-10 10:43,SHA,KUL,2016-08-09,2016-08-16,Ctrip,特惠推荐,1974.0,KA857|CX725,9h20m,CX720|KA890,8h40m
2016-07-10 10:44,HGH,HKG,2016-08-09,2016-08-16,Ctrip,旅行套餐,1127.0,HX229,2h25m,HX112,2h30m
2016-07-10 10:45,PEK,HND,2016-08-09,2016-08-16,Ctrip,航司直销,1247.0,9C8921,3h0m,9C8922,2h35m
2016-07-10 10:47,PEK,LAX,2016-08-09,2016-08-16,Ctrip,组合特价,8386.0,PR337|PR102,18h30m,DL185,13h30m
2016-07-10 10:50,SHA,SIN,2016-08-09,2016-08-16,Ctrip,特惠推荐,3569.0,MU565,5h25m,MU544,5h30m
2016-07-10 10:49,KMG,BKK,2016-08-09,2016-08-16,Ctrip,组合特价,1731.0,SC8885,2h5m,8L9598,2h10m
2016-07-10 10:51,PEK,BKK,2016-08-09,2016-08-16,Ctrip,tag-business,1785.0,CZ3554|CZ8323,7h40m,CZ606|CZ3967,7h30m
2016-07-10 10:53,SHA,YVR,2016-08-09,2016-08-16,Ctrip,旅行套餐,7010.0,CI202|CI032,17h45m,CI031|CI501,17h50m
2016-07-10 10:55,CAN,MNL,2016-08-09,2016-08-16,Ctrip,tag-business,1173.0,CZ3091,2h30m,CZ3092,2h30m
2016-07-10 10:57,SHA,SYD,2016-08-09,2016-08-16,Ctrip,tag-business,2711.0,CZ3612|CZ301,20h45m,CZ326|CZ3609,26h20m
2016-07-10 10:51,XMN,HKG,2016-08-09,2016-08-16,Ctrip,特惠推荐,869.0,MF381,1h15m,MF382,1h20m
2016-07-10 10:53,FOC,HKG,2016-08-09,2016-08-16,Ctrip,tag-business,1099.0,HX148,1h45m,HX147,1h45m
2016-07-10 10:56,CKG,HKG,2016-08-09,2016-08-16,Ctrip,旅行套餐,1290.0,HX497,2h20m,HX496,2h50m
2016-07-10 10:58,SHA,AKL,2016-08-09,2016-08-16,Ctrip,tag-business,4355.0,CZ3548|CZ335,16h15m,CZ336|CZ3547,16h25m
2016-07-10 10:59,NKG,HKG,2016-08-09,2016-08-16,Ctrip,航司直销,1311.0,HX221,3h10m,HX220,2h35m
2016-07-10 10:52,PEK,TPE,2016-08-09,2016-08-16,Ctrip,旅行套餐,1329.0,MU9837|BR872,5h50m,BR869|MU504,5h45m
2016-07-10 10:54,PEK,SFO,2016-08-09,2016-08-16,Ctrip,旅行套餐,8357.0,CI502|CI004,23h30m,CI003|CI501,18h10m
2016-07-10 10:56,SHA,HKT,2016-08-09,2016-08-16,Ctrip,tag-business,2562.0,CZ3504|CZ6053,8h5m,CZ608|CZ8320,8h40m
2016-07-10 10:58,KMG,HKG,2016-08-09,2016-08-16,Ctrip,特惠推荐,1253.0,UO274,2h30m,UO273,3h5m
2016-07-10 10:59,PEK,BVA,2016-08-09,2016-08-16,Ctrip,航司直销,1250.0,HX235,2h50m,HX234,2h25m
2016-07-10 11:01,SHA,NGO,2016-08-09,2016-08-16,Ctrip,tag-text,1650.0,HO1387,2h25m,HO1388,3h20m
2016-07-10 11:03,XMN,TPE,2016-08-09,2016-08-16,Ctrip,tag-business,1642.0,KA603|KA482,5h5m,KA487|KA614,8h25m
